"Normal27, 467th Left d2.npy",21,156,292,336,453,614,1017,1143,1269,1354,1455,1581
"Normal27, 467th Right d2.npy",21,153,292,346,447,601,1005,1140,1276,1342,1440,1572
"Normal27, 469th Right d2.npy",24,141,289,342,431,579,1020,1153,1272,1336,1421,1569
"Normal27, 471th Right d2.npy",27,150,264,327,421,579,1027,1146,1257,1313,1414,1569
"Normal27, 477th Left d2.npy",30,163,283,324,440,566,1020,1146,1266,1323,1443,1572
"Normal27, 477th Right d2.npy",24,156,308,346,431,604,1008,1168,1288,1351,1440,1604
"Normal27, 479th Left d2.npy",30,160,276,336,443,626,1033,1153,1288,1345,1443,1616
"Normal27, 479th Right d2.npy",27,156,301,355,447,588,1030,1150,1301,1351,1430,1575
"Normal27, 49th Left d2.npy",27,166,301,365,472,610,1023,1165,1285,1348,1446,1563
"Normal27, 49th Right d2.npy",27,156,286,333,434,595,1005,1150,1288,1332,1430,1575
"Normal27, 515th Left d2.npy",27,160,286,346,443,569,1020,1140,1272,1326,1433,1566
"Normal27, 515th Right d2.npy",18,138,267,317,421,566,1014,1143,1272,1323,1427,1572
"Normal27, 517th Left d2.npy",34,147,267,327,424,563,1030,1159,1260,1320,1421,1569
"Normal27, 517th Right d2.npy",21,144,276,324,412,554,1020,1143,1260,1317,1402,1553
"Normal27, 51th Left d2.npy",34,175,298,352,475,614,1046,1172,1272,1320,1443,1641
"Normal27, 51th Right d2.npy",15,150,286,330,434,595,1033,1159,1295,1342,1436,1585
"Normal27, 525th Left d2.npy",27,150,279,342,437,588,1014,1150,1254,1323,1418,1591
"Normal27, 525th Right d2.npy",21,141,267,330,421,569,1005,1127,1250,1326,1421,1569
"Normal27, 527th Right d2.npy",27,141,279,339,406,544,1005,1137,1266,1313,1418,1556
"Normal27, 535th Left d2.npy",30,153,273,327,424,569,1030,1143,1263,1313,1430,1569
"Normal27, 535th Right d2.npy",27,138,261,320,412,560,1020,1131,1254,1304,1399,1547
"Normal27, 537th Left d2.npy",37,150,270,311,421,576,1036,1162,1279,1323,1443,1575
"Normal27, 537th Right d2.npy",15,147,283,317,409,554,1030,1143,1263,1332,1408,1550
"Normal27, 539th Left d2.npy",37,163,292,349,443,595,1049,1181,1291,1342,1449,1604
"Normal27, 539th Right d2.npy",27,153,273,327,431,576,1033,1172,1288,1345,1446,1578
"Normal27, 53th Left d2.npy"
"Normal27, 53th Right d2.npy",27,175,273,320,431,598,1005,1150,1260,1323,1424,1569
"Normal27, 541th Left d2.npy",27,160,283,333,424,573,1017,1146,1272,1336,1430,1588
"Normal27, 541th Right d2.npy",18,141,279,339,409,560,1005,1156,1282,1317,1408,1553
"Normal27, 545th Left d2.npy",30,163,286,333,443,576,1058,1187,1307,1348,1455,1594
"Normal27, 545th Right d2.npy",15,156,286,336,424,563,1046,1187,1285,1358,1440,1581
"Normal27, 55th Left d2.npy",34,163,276,333,428,610,1027,1153,1282,1342,1446,1644
"Normal27, 55th Right d2.npy",21,160,273,336,437,569,1023,1150,1285,1323,1421,1572
"Normal27, 57th Left d2.npy",30,175,279,342,453,623,1052,1181,1295,1354,1433,1616
"Normal27, 57th Right d2.npy",21,156,283,336,431,569,1027,1162,1291,1332,1424,1575
"Normal27, 59th Left d2.npy"
"Normal27, 59th Right d2.npy",21,163,276,324,440,592,1036,1175,1272,1329,1433,1591
"Normal27, 61th Left d2.npy",34,175,298,377,469,629,1042,1178,1291,1354,1465,1648
"Normal27, 61th Right d2.npy",21,156,289,352,443,598,1020,1159,1291,1348,1446,1600
"Normal27, 63th Right d2.npy",24,163,298,365,453,598,1033,1175,1301,1354,1440,1594
"Normal27, 65th Left d2.npy",34,175,289,339,462,607,1036,1175,1295,1348,1443,1588
"Normal27, 65th Right d2.npy",24,166,292,336,443,592,1027,1165,1288,1326,1436,1581
"Normal27, 67th Right d2.npy",21,163,295,358,450,598,1014,1156,1285,1342,1440,1607
"Normal27, 71th Right d2.npy",30,163,308,358,462,633,1036,1172,1310,1354,1465,1610
"Normal27, 73th Left d2.npy"
"Normal27, 73th Right d2.npy",18,169,301,365,462,636,1033,1191,1323,1395,1490,1660
"Normal27, 75th Right d2.npy",21,169,330,393,475,664,1020,1165,1313,1373,1471,1629
"Normal27, 7th Left d2.npy",30,166,283,320,415,623,1020,1156,1285,1332,1433,1581
"Normal27, 7th Right d2.npy",21,144,276,327,412,560,1008,1134,1279,1320,1421,1575
"Normal27, 87th Left d2.npy",24,172,286,336,456,617,1023,1153,1276,1323,1436,1559
"Normal27, 87th Right d2.npy",27,169,317,374,459,629,1008,1153,1298,1361,1446,1619
"Normal27, 89th Left d2.npy",30,156,283,327,443,620,1027,1165,1279,1329,1433,1563
"Normal27, 89th Right d2.npy",30,156,314,365,431,610,1036,1168,1301,1351,1449,1585
"Normal27, 95th Left d2.npy",27,163,261,324,418,636,1020,1156,1269,1323,1440,1648
"Normal27, 95th Right d2.npy",18,160,295,355,440,588,1008,1143,1288,1348,1446,1588
"Normal27, 97th Right d2.npy",34,166,305,361,447,604,1033,1165,1295,1348,1440,1585
"Normal27, 9th Left d2.npy",34,166,286,346,443,598,1020,1137,1257,1323,1430,1600
"Normal28, 165th Right d2.npy",24,138,261,308,387,522,1042,1153,1272,1336,1427,1556
"Normal28, 175th Right d2.npy",15,125,229,273,355,484,1005,1121,1235,1276,1361,1484
"Normal28, 177th Right d2.npy",24,141,248,301,374,500,1046,1165,1250,1295,1386,1515
"Normal28, 275th Left d2.npy",21,131,242,298,358,516,986,1093,1197,1254,1329,1490
"Normal28, 299th Left d2.npy",24,138,254,295,383,516,1046,1153,1269,1336,1424,1540
"Normal28, 299th Right d2.npy",30,150,267,301,390,516,1046,1165,1285,1329,1418,1537
"Normal28, 303th Right d2.npy",24,156,257,308,390,519,1001,1115,1225,1282,1367,1487
"Normal29, 101th Left d2.npy",27,160,286,336,440,607,1030,1168,1282,1336,1433,1581
"Normal29, 101th Right d2.npy",21,153,292,349,424,579,1027,1156,1285,1339,1421,1575
"Normal29, 103th Left d2.npy",30,163,276,320,428,573,1017,1146,1263,1326,1427,1563
"Normal29, 103th Right d2.npy",27,160,279,336,415,566,1008,1140,1269,1320,1402,1556
"Normal29, 105th Left d2.npy",30,160,276,333,431,585,1046,1181,1295,1332,1446,1585
"Normal29, 105th Right d2.npy",24,160,286,342,418,566,1042,1165,1285,1329,1436,1578
"Normal29, 107th Left d2.npy",34,166,286,330,434,582,1033,1159,1282,1332,1436,1581
"Normal29, 107th Right d2.npy",24,160,279,327,424,573,1020,1150,1282,1332,1424,1578
"Normal29, 113th Left d2.npy",30,172,289,352,453,623,1027,1159,1288,1339,1452,1604
"Normal29, 113th Right d2.npy",18,163,283,330,443,595,1017,1153,1285,1329,1433,1594
"Normal29, 119th Left d2.npy",34,169,301,355,462,620,1017,1165,1282,1339,1452,1616
"Normal29, 119th Right d2.npy",18,163,301,361,443,610,1001,1153,1282,1351,1433,1594
"Normal29, 123th Left d2.npy",40,182,292,352,450,601,1020,1156,1285,1345,1452,1597
"Normal29, 123th Right d2.npy",27,163,305,355,434,582,1011,1159,1301,1339,1418,1591
"Normal29, 125th Left d2.npy",34,166,292,330,437,579,1042,1175,1291,1339,1443,1588
"Normal29, 125th Right d2.npy",24,160,286,320,421,563,1027,1172,1291,1342,1424,1569
"Normal29, 127th Left d2.npy",34,172,279,342,431,573,1030,1162,1288,1345,1436,1591
"Normal29, 127th Right d2.npy",27,160,279,314,418,573,1017,1165,1285,1320,1427,1575
"Normal29, 13th Left d2.npy",30,169,283,352,450,604,1030,1172,1295,1351,1452,1604
"Normal29, 13th Right d2.npy",37,175,298,342,459,617,1030,1175,1295,1336,1449,1588
"Normal29, 151th Left d2.npy",37,156,289,349,453,598,1014,1162,1288,1336,1443,1585
"Normal29, 151th Right d2.npy",24,150,298,342,434,579,1005,1153,1272,1313,1427,1578
"Normal29, 175th Left d2.npy",34,172,298,346,465,642,1017,1162,1276,1339,1440,1604
"Normal29, 175th Right d2.npy",21,163,305,352,437,604,998,1143,1279,1326,1424,1585
"Normal29, 177th Left d2.npy",37,169,301,346,450,607,1027,1162,1298,1351,1443,1600
"Normal29, 177th Right d2.npy",24,166,279,336,431,595,1008,1153,1282,1339,1430,1591
"Normal29, 179th Left d2.npy",34,166,289,346,443,595,1033,1168,1295,1339,1449,1597
"Normal29, 179th Right d2.npy",30,153,289,336,424,569,1030,1156,1295,1339,1433,1563
"Normal29, 183th Left d2.npy",34,182,298,346,450,582,1027,1168,1298,1345,1452,1594
"Normal29, 183th Right d2.npy",27,156,283,349,431,579,1017,1150,1291,1345,1427,1581
"Normal29, 19th Left d2.npy",34,172,301,352,456,617,1042,1178,1317,1358,1452,1613
"Normal29, 19th Right d2.npy",30,166,295,349,462,629,1036,1175,1304,1354,1468,1619
"Normal29, 1th Left d2.npy",30,179,314,355,462,636,1036,1181,1295,1354,1462,1644
"Normal29, 1th Right d2.npy",18,163,295,346,459,620,1011,1165,1279,1336,1443,1610
"Normal29, 239th Left d2.npy",34,175,298,352,462,601,1030,1168,1285,1336,1462,1604
"Normal29, 239th Right d2.npy",24,156,305,365,440,592,1027,1162,1285,1342,1440,1597
"Normal29, 23th Left d2.npy",40,179,301,365,472,629,1020,1165,1288,1354,1465,1638
"Normal29, 23th Right d2.npy",30,163,292,346,453,614,1020,1150,1272,1336,1455,1600
"Normal29, 245th Left d2.npy",34,169,292,349,456,607,1023,1162,1276,1336,1436,1581
"Normal29, 245th Right d2.npy",21,169,295,346,431,588,1020,1162,1282,1313,1411,1556
"Normal29, 251th Left d2.npy",37,169,279,342,428,582,1033,1159,1266,1326,1433,1575
"Normal29, 251th Right d2.npy",18,150,276,330,409,560,1014,1146,1272,1336,1408,1553
"Normal29, 255th Left d2.npy",30,169,289,333,443,592,1030,1168,1276,1332,1465,1600
"Normal29, 255th Right d2.npy",34,172,298,336,428,576,1020,1156,1291,1332,1421,1581
"Normal29, 257th Left d2.npy",37,169,295,342,453,601,1049,1178,1304,1358,1462,1604
"Normal29, 257th Right d2.npy",24,163,295,346,428,595,1027,1175,1304,1339,1433,1588
"Normal29, 261th Left d2.npy",34,182,305,333,443,620,1023,1159,1282,1336,1449,1610
"Normal29, 261th Right d2.npy",30,163,305,355,440,592,1017,1156,1291,1339,1436,1585
"Normal29, 267th Left d2.npy",37,179,298,346,453,601,1027,1172,1288,1339,1446,1600
"Normal29, 267th Right d2.npy",24,166,301,349,434,598,1017,1159,1291,1332,1433,1581
"Normal29, 275th Left d2.npy",46,175,298,346,440,601,1052,1175,1307,1361,1449,1588
"Normal29, 275th Right d2.npy",37,160,292,352,428,573,1039,1178,1307,1354,1436,1585
"Normal29, 27th Left d2.npy",40,188,298,349,459,620,1023,1175,1288,1351,1443,1600
"Normal29, 27th Right d2.npy",21,172,289,349,437,588,1011,1153,1285,1342,1430,1604
"Normal29, 297th Left d2.npy",37,175,295,358,450,617,1005,1153,1266,1313,1421,1578
"Normal29, 297th Right d2.npy",21,163,292,346,424,582,992,1137,1263,1323,1411,1559
"Normal29, 323th Left d2.npy",34,182,308,368,472,626,1030,1178,1291,1342,1446,1610
"Normal29, 323th Right d2.npy",30,163,317,352,450,610,1008,1165,1301,1339,1430,1600
"Normal29, 329th Left d2.npy",46,172,308,355,456,626,1023,1159,1288,1345,1446,1597
"Normal29, 329th Right d2.npy",27,156,298,333,440,595,1005,1153,1298,1342,1436,1585
"Normal29, 335th Left d2.npy",40,172,301,349,443,595,1042,1194,1307,1361,1462,1597
"Normal29, 335th Right d2.npy",24,163,308,339,428,585,1030,1178,1310,1345,1424,1591
"Normal29, 33th Left d2.npy",37,166,279,333,421,585,1023,1156,1260,1326,1424,1569
"Normal29, 33th Right d2.npy",21,147,276,320,418,560,998,1143,1263,1320,1408,1550
"Normal29, 359th Left d2.npy",37,172,301,352,447,601,1030,1168,1272,1339,1427,1591
"Normal29, 359th Right d2.npy",34,160,289,342,418,576,1008,1159,1291,1323,1414,1572
"Normal29, 37th Left d2.npy",34,175,286,339,443,601,1030,1175,1285,1342,1455,1604
"Normal29, 37th Right d2.npy",27,160,283,336,424,585,1023,1153,1276,1345,1430,1575
"Normal29, 393th Left d2.npy",34,175,311,355,462,592,1027,1168,1301,1351,1455,1588
"Normal29, 393th Right d2.npy",24,169,305,349,428,585,1017,1156,1291,1339,1421,1578
"Normal29, 399th Left d2.npy",40,191,324,361,450,610,1039,1172,1288,1348,1443,1600
"Normal29, 399th Right d2.npy",21,169,314,349,440,582,1017,1168,1295,1342,1421,1594
"Normal29, 411th Left d2.npy",37,175,305,355,456,598,1020,1165,1285,1348,1443,1600
"Normal29, 411th Right d2.npy",27,153,295,336,434,579,1011,1143,1295,1329,1411,1578
"Normal29, 415th Left d2.npy",46,172,292,352,443,601,1033,1168,1298,1361,1455,1597
"Normal29, 415th Right d2.npy",21,160,292,336,421,569,1020,1168,1295,1354,1430,1591
"Normal29, 421th Left d2.npy",37,182,298,339,453,610,1023,1165,1295,1358,1440,1585
"Normal29, 421th Right d2.npy",27,163,301,358,421,582,1020,1156,1285,1336,1424,1563
"Normal29, 43th Left d2.npy",37,175,305,365,459,617,1036,1172,1304,1351,1443,1604
"Normal29, 43th Right d2.npy",21,163,286,339,437,585,1014,1156,1279,1329,1433,1588
"Normal29, 49th Left d2.npy",37,175,305,355,462,607,1027,1162,1282,1339,1446,1600
"Normal29, 49th Right d2.npy",27,160,289,355,437,585,1005,1150,1276,1336,1427,1588
"Normal29, 519th Left d2.npy",40,182,308,361,472,604,1033,1181,1301,1348,1462,1619
"Normal29, 519th Right d2.npy",24,172,327,368,440,604,1014,1168,1291,1345,1433,1600
"Normal29, 539th Left d2.npy",30,169,301,349,450,601,1020,1162,1295,1339,1433,1600
"Normal29, 539th Right d2.npy",18,179,305,352,440,601,1017,1153,1298,1361,1433,1585
"Normal29, 53th Left d2.npy",34,172,289,342,440,585,1017,1150,1272,1332,1421,1575
"Normal29, 53th Right d2.npy",27,156,298,342,412,563,1005,1143,1272,1329,1414,1553
"Normal29, 545th Left d2.npy",37,175,308,358,440,604,1030,1172,1295,1336,1430,1607
"Normal29, 545th Right d2.npy",24,172,308,349,424,585,1014,1156,1291,1361,1436,1588
"Normal29, 551th Left d2.npy",40,179,308,346,462,610,1020,1175,1301,1342,1465,1610
"Normal29, 551th Right d2.npy",30,169,308,349,437,576,1011,1162,1310,1354,1436,1600
"Normal29, 557th Left d2.npy",37,188,301,352,453,614,1017,1168,1288,1339,1449,1604
"Normal29, 557th Right d2.npy",34,172,301,355,450,598,1005,1162,1304,1339,1433,1572
"Normal29, 55th Left d2.npy",40,179,292,358,456,617,1039,1187,1298,1351,1462,1597
"Normal29, 55th Right d2.npy",18,166,289,333,440,579,1036,1172,1291,1336,1440,1591
"Normal29, 563th Left d2.npy",43,188,305,339,456,592,1030,1168,1272,1336,1430,1594
"Normal29, 563th Right d2.npy",21,175,295,336,428,579,1020,1156,1288,1332,1424,1572
"Normal29, 569th Left d2.npy",30,175,292,352,450,592,1030,1178,1288,1336,1449,1597
"Normal29, 569th Right d2.npy",21,163,308,339,424,582,1023,1162,1295,1336,1427,1575
"Normal29, 577th Left d2.npy",30,172,305,342,456,614,1039,1184,1295,1342,1455,1588
"Normal29, 577th Right d2.npy",27,156,305,361,437,588,1023,1159,1323,1354,1430,1613
"Normal29, 57th Left d2.npy",34,166,286,336,434,588,1023,1153,1266,1332,1443,1594
"Normal29, 57th Right d2.npy",30,163,279,339,440,582,1011,1146,1266,1320,1427,1569
"Normal29, 583th Left d2.npy",40,179,308,358,453,610,1027,1175,1298,1354,1455,1607
"Normal29, 583th Right d2.npy",30,156,308,361,437,585,1027,1159,1298,1354,1446,1594
"Normal29, 5th Left d2.npy",40,166,276,336,443,607,1001,1156,1263,1320,1430,1581
"Normal29, 5th Right d2.npy",11,163,273,346,421,588,1005,1146,1266,1332,1421,1559
"Normal29, 615th Left d2.npy",43,166,295,346,447,598,1011,1165,1279,1323,1414,1572
"Normal29, 615th Right d2.npy",27,153,298,333,424,569,1001,1140,1276,1323,1402,1553
"Normal29, 617th Left d2.npy",46,163,264,311,412,560,1039,1165,1279,1320,1408,1553
"Normal29, 617th Right d2.npy",30,156,279,314,406,566,1017,1159,1266,1317,1402,1534
"Normal29, 619th Left d2.npy",40,182,276,333,431,560,1042,1175,1272,1329,1424,1563
"Normal29, 619th Right d2.npy",34,147,276,317,402,557,1027,1162,1272,1339,1421,1553
"Normal29, 61th Left d2.npy",40,179,317,380,459,633,1027,1172,1301,1364,1452,1626
"Normal29, 61th Right d2.npy",37,166,305,368,472,636,1033,1168,1285,1354,1455,1619
"Normal29, 631th Left d2.npy",40,191,295,358,459,639,1014,1168,1307,1345,1452,1635
"Normal29, 631th Right d2.npy",15,166,305,371,443,623,998,1153,1285,1345,1446,1619
"Normal29, 633th Left d2.npy",34,166,279,327,415,560,989,1115,1238,1291,1389,1534
"Normal29, 633th Right d2.npy",15,160,283,327,396,557,973,1109,1241,1288,1361,1515
"Normal29, 635th Left d2.npy",40,166,276,324,406,532,1046,1168,1279,1329,1411,1550
"Normal29, 635th Right d2.npy",24,144,257,301,377,528,1036,1165,1263,1304,1389,1525
"Normal29, 641th Left d2.npy",43,163,289,339,440,592,1027,1162,1285,1329,1430,1581
"Normal29, 641th Right d2.npy",27,163,292,352,421,585,1005,1146,1269,1329,1411,1581
"Normal29, 643th Left d2.npy",40,175,283,333,440,576,1039,1168,1288,1351,1427,1588
"Normal29, 643th Right d2.npy",18,160,273,317,418,563,1033,1156,1276,1326,1405,1550
"Normal29, 657th Left d2.npy",43,179,308,374,475,636,1001,1165,1279,1345,1452,1613
"Normal29, 657th Right d2.npy",21,156,314,358,453,610,989,1150,1272,1329,1430,1591
"Normal29, 659th Left d2.npy",34,156,273,327,409,538,1011,1134,1254,1288,1383,1509
"Normal29, 659th Right d2.npy",21,144,270,314,393,525,995,1121,1238,1282,1361,1493
"Normal29, 661th Left d2.npy",40,169,279,320,412,569,1061,1181,1279,1332,1421,1572
"Normal29, 661th Right d2.npy",30,156,279,320,402,538,1036,1172,1279,1332,1411,1559
"Normal29, 663th Left d2.npy",43,166,276,324,412,554,1014,1150,1272,1317,1421,1553
"Normal29, 663th Right d2.npy",24,156,289,320,399,538,1017,1140,1266,1323,1408,1534
"Normal29, 667th Left d2.npy",40,163,276,320,421,569,1036,1168,1285,1332,1433,1581
"Normal29, 667th Right d2.npy",30,156,279,327,399,541,1033,1159,1282,1320,1402,1547
"Normal29, 669th Left d2.npy",37,166,292,352,440,595,1039,1181,1285,1342,1430,1588
"Normal29, 669th Right d2.npy",27,153,283,336,421,563,1033,1156,1288,1332,1418,1559
"Normal29, 675th Left d2.npy",40,169,298,358,456,617,1027,1168,1298,1351,1455,1613
"Normal29, 675th Right d2.npy",21,163,295,355,443,601,1017,1156,1298,1339,1449,1594
"Normal29, 677th Left d2.npy",34,175,292,358,462,607,1030,1165,1298,1345,1436,1591
"Normal29, 677th Right d2.npy",24,166,298,342,431,592,1011,1153,1295,1332,1408,1581
"Normal29, 683th Left d2.npy",37,188,305,355,478,636,1027,1168,1313,1361,1468,1641
"Normal29, 683th Right d2.npy",11,172,308,349,443,601,1008,1150,1301,1358,1452,1607
"Normal29, 685th Left d2.npy",34,163,289,349,450,601,1011,1140,1263,1320,1424,1566
"Normal29, 685th Right d2.npy",11,147,292,342,418,579,995,1115,1254,1307,1405,1534
"Normal29, 687th Left d2.npy",43,172,298,349,437,595,1055,1184,1298,1342,1449,1591
"Normal29, 687th Right d2.npy",21,160,295,333,409,563,1039,1175,1301,1332,1421,1578
"Normal29, 691th Left d2.npy",37,175,289,346,440,592,1036,1184,1298,1339,1440,1604
"Normal29, 691th Right d2.npy",21,160,286,336,418,582,1030,1162,1295,1332,1424,1572
"Normal29, 73th Left d2.npy",34,172,295,342,456,620,1011,1153,1285,1336,1436,1604
"Normal29, 73th Right d2.npy",34,163,295,339,443,614,1008,1143,1279,1336,1427,1578
"Normal29, 79th Left d2.npy",27,156,289,349,434,595,1033,1175,1295,1348,1436,1600
"Normal29, 79th Right d2.npy",18,153,292,333,421,582,1033,1175,1298,1348,1427,1600
"Normal29, 7th Left d2.npy",30,166,298,336,431,595,1017,1162,1298,1336,1436,1569
"Normal29, 7th Right d2.npy",15,153,286,327,415,573,1030,1162,1282,1326,1421,1575
"Normal29, 81th Left d2.npy",34,175,295,330,434,579,1023,1156,1285,1336,1427,1591
"Normal29, 81th Right d2.npy",37,160,292,342,428,573,1020,1146,1288,1339,1421,1569
"Normal29, 87th Left d2.npy",30,172,298,352,465,610,1027,1168,1288,1348,1452,1616
"Normal29, 87th Right d2.npy",27,169,292,355,443,610,1023,1168,1291,1336,1443,1604
"Normal29, 95th Left d2.npy",24,169,295,365,475,629,1033,1191,1307,1354,1462,1629
"Normal29, 95th Right d2.npy",21,169,298,355,450,607,1027,1172,1301,1358,1449,1604
"Normal29, 99th Left d2.npy",30,179,305,361,462,620,1011,1162,1288,1345,1452,1613
"Normal29, 99th Right d2.npy",21,175,308,361,443,604,1001,1156,1298,1332,1430,1578
"Normal29, 9th Left d2.npy",30,169,289,342,434,573,1017,1150,1257,1329,1424,1566
"Normal29, 9th Right d2.npy",30,166,286,339,424,573,1011,1143,1263,1323,1418,1553
"Normal3, 101th Left d2.npy"
"Normal3, 101th Right d2.npy"
"Normal3, 103th Left d2.npy"
"Normal3, 103th Right d2.npy"
"Normal3, 107th Left d2.npy"
"Normal3, 107th Right d2.npy"
"Normal3, 109th Left d2.npy"
"Normal3, 109th Right d2.npy"
"Normal3, 111th Left d2.npy"
"Normal3, 111th Right d2.npy"
"Normal3, 113th Right d2.npy"
"Normal3, 115th Left d2.npy"
"Normal3, 115th Right d2.npy"
"Normal3, 117th Left d2.npy"
"Normal3, 117th Right d2.npy"
"Normal3, 119th Left d2.npy"
"Normal3, 119th Right d2.npy"
"Normal3, 11th Left d2.npy"
"Normal3, 11th Right d2.npy"
"Normal3, 121th Left d2.npy"
"Normal3, 121th Right d2.npy"
"Normal3, 123th Left d2.npy"
"Normal3, 123th Right d2.npy"
"Normal3, 125th Left d2.npy"
"Normal3, 125th Right d2.npy"
"Normal3, 127th Left d2.npy"
"Normal3, 127th Right d2.npy"
"Normal3, 129th Left d2.npy"
"Normal3, 129th Right d2.npy"
"Normal3, 131th Left d2.npy"
"Normal3, 131th Right d2.npy"
"Normal3, 133th Left d2.npy"
"Normal3, 133th Right d2.npy",27,160,292,336,399,541,1017,1143,1269,1317,1383,1518
"Normal3, 135th Left d2.npy"
"Normal3, 135th Right d2.npy"
"Normal3, 137th Left d2.npy"
"Normal3, 137th Right d2.npy"
"Normal3, 139th Left d2.npy"
"Normal3, 139th Right d2.npy"
"Normal3, 13th Left d2.npy",37,172,292,346,412,560,1039,1172,1282,1317,1405,1540
"Normal3, 13th Right d2.npy"
"Normal3, 141th Left d2.npy"
"Normal3, 141th Right d2.npy"
"Normal3, 143th Left d2.npy"
"Normal3, 143th Right d2.npy"
"Normal3, 145th Left d2.npy"
"Normal3, 145th Right d2.npy"
"Normal3, 147th Left d2.npy"
"Normal3, 147th Right d2.npy"
"Normal3, 149th Left d2.npy"
"Normal3, 149th Right d2.npy"
"Normal3, 151th Left d2.npy"
"Normal3, 151th Right d2.npy"
"Normal3, 153th Left d2.npy"
"Normal3, 153th Right d2.npy"
"Normal3, 155th Left d2.npy"
"Normal3, 155th Right d2.npy"
"Normal3, 157th Left d2.npy"
"Normal3, 157th Right d2.npy"
"Normal3, 159th Left d2.npy"
"Normal3, 159th Right d2.npy"
"Normal3, 15th Left d2.npy"
"Normal3, 15th Right d2.npy"
"Normal3, 161th Left d2.npy"
"Normal3, 161th Right d2.npy"
"Normal3, 163th Left d2.npy"
"Normal3, 163th Right d2.npy"
"Normal3, 165th Left d2.npy"
"Normal3, 165th Right d2.npy"
"Normal3, 167th Left d2.npy"
"Normal3, 167th Right d2.npy"
"Normal3, 169th Left d2.npy"
"Normal3, 169th Right d2.npy"
"Normal3, 171th Left d2.npy"
"Normal3, 171th Right d2.npy"
"Normal3, 173th Left d2.npy"
"Normal3, 173th Right d2.npy"
"Normal3, 175th Left d2.npy"
"Normal3, 175th Right d2.npy"
"Normal3, 177th Left d2.npy"
"Normal3, 177th Right d2.npy"
"Normal3, 179th Right d2.npy"
"Normal3, 17th Left d2.npy",40,175,311,358,437,588,1027,1168,1279,1339,1424,1563
"Normal3, 17th Right d2.npy",34,166,298,346,418,566,1030,1165,1295,1329,1395,1559
"Normal3, 181th Left d2.npy"
"Normal3, 181th Right d2.npy"
"Normal3, 183th Left d2.npy"
"Normal3, 183th Right d2.npy"
"Normal3, 185th Left d2.npy"
"Normal3, 185th Right d2.npy"
"Normal3, 187th Left d2.npy"
"Normal3, 187th Right d2.npy"
"Normal3, 189th Left d2.npy"
"Normal3, 189th Right d2.npy"
"Normal3, 191th Left d2.npy"
"Normal3, 191th Right d2.npy"
"Normal3, 193th Left d2.npy"
"Normal3, 193th Right d2.npy"
"Normal3, 195th Left d2.npy"
"Normal3, 195th Right d2.npy"
"Normal3, 197th Left d2.npy"
"Normal3, 197th Right d2.npy"
"Normal3, 199th Left d2.npy"
"Normal3, 199th Right d2.npy"
"Normal3, 19th Left d2.npy"
"Normal3, 19th Right d2.npy"
"Normal3, 1th Left d2.npy"
"Normal3, 1th Right d2.npy"
"Normal3, 201th Left d2.npy"
"Normal3, 201th Right d2.npy"
"Normal3, 203th Left d2.npy"
"Normal3, 203th Right d2.npy"
"Normal3, 205th Left d2.npy"
"Normal3, 205th Right d2.npy"
"Normal3, 207th Left d2.npy"
"Normal3, 207th Right d2.npy"
"Normal3, 209th Left d2.npy"
"Normal3, 209th Right d2.npy"
"Normal3, 211th Left d2.npy"
"Normal3, 211th Right d2.npy"
"Normal3, 213th Left d2.npy"
"Normal3, 213th Right d2.npy"
"Normal3, 215th Left d2.npy"
"Normal3, 215th Right d2.npy"
"Normal3, 217th Left d2.npy"
"Normal3, 217th Right d2.npy"
"Normal3, 219th Left d2.npy"
"Normal3, 219th Right d2.npy"
"Normal3, 21th Left d2.npy"
"Normal3, 21th Right d2.npy"
"Normal3, 221th Left d2.npy",40,172,289,342,447,576,1036,1184,1320,1367,1433,1572
"Normal3, 221th Right d2.npy",24,153,286,333,428,563,1036,1175,1304,1348,1418,1563
"Normal3, 223th Left d2.npy",43,166,279,327,409,551,1027,1156,1279,1336,1418,1556
"Normal3, 223th Right d2.npy"
"Normal3, 225th Right d2.npy"
"Normal3, 227th Left d2.npy"
"Normal3, 227th Right d2.npy"
"Normal3, 229th Left d2.npy"
"Normal3, 229th Right d2.npy"
"Normal3, 231th Left d2.npy"
"Normal3, 231th Right d2.npy"
"Normal3, 233th Left d2.npy"
"Normal3, 233th Right d2.npy"
"Normal3, 235th Left d2.npy"
"Normal3, 235th Right d2.npy"
"Normal3, 237th Left d2.npy"
"Normal3, 237th Right d2.npy"
"Normal3, 239th Left d2.npy"
"Normal3, 239th Right d2.npy"
"Normal3, 23th Left d2.npy",34,172,298,333,412,560,1027,1156,1279,1313,1408,1537
"Normal3, 23th Right d2.npy"
"Normal3, 241th Left d2.npy"
"Normal3, 241th Right d2.npy"
"Normal3, 243th Left d2.npy",40,185,314,365,431,579,1005,1143,1282,1326,1411,1534
"Normal3, 243th Right d2.npy",24,156,298,339,399,547,992,1121,1254,1313,1373,1522
"Normal3, 245th Left d2.npy"
"Normal3, 245th Right d2.npy"
"Normal3, 247th Left d2.npy"
"Normal3, 247th Right d2.npy"
"Normal3, 253th Left d2.npy"
"Normal3, 253th Right d2.npy"
"Normal3, 255th Left d2.npy"
"Normal3, 255th Right d2.npy"
"Normal3, 257th Left d2.npy"
"Normal3, 257th Right d2.npy"
"Normal3, 259th Left d2.npy"
